
##### Table #####,Adventure
christmas19_level_buff,此角色會隨關卡層數增加而增加力量，變得越來越頑強。
h3318c3_P1,此角色若有同伴在場上，賦予每位同伴1層永久強化。
h3319c3_P1,此角色每5回合會召喚1名有永久強化的同伴。
h3320c3_P1,此角色被攻擊後，賦予攻擊它的敵方角色1層弱化。
h3321c3_P1,此角色每5回合會召喚1名同伴，並賦予該同伴嘲諷。
h3323c3_P1,此角色開場具有3回合免疫。此角色被攻擊後，賦予攻擊它的敵方角色1層再生。
h3324c3_P1,獲得減傷時，會獲得1或2層破風。
h3325c3_P1,永久強力反擊。
b3337s3_P1,商品？你說這個我有什麼辦法？
h3331s3_P2,意氣風發：每次發動2次技能後，下個技能將連續施展2次。
trader_prestige,商人的名聲：每層名聲使你的技能效果提升3%。
e0122c3_fest_summer20_P1,本角色死亡後，遊戲結束時攤位老闆會給你2個蒐集品。
summer20_player_100hp,被滿血的玩家角色攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
summer20_player_not100hp,被非滿血的玩家角色攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
summer20_player_shield,被有護盾的玩家角色攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
summer20_player_noshield,被沒有護盾的玩家角色攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
summer20_player_braarm,被玩家角色破甲攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
summer20_player_taunt,被有嘲諷的玩家角色攻擊後，立即移除此狀態，並且遊戲結束時攤位老闆會給你1個蒐集品。
EatBenDon,吃便當：本角色血量低於50%，會立即吃愛妻便當補滿血。
t3252c3_5TK,不耐煩：本角色會因為等蠢熊太久而離開，蠢熊會因為愛妻離開而給予敵方全體奮力一擊。
t0049s5_hungry,肚子餓：本角色會因為沒便當吃而給予玩家角色強力一擊，並在三回合後過度飢餓不堪一擊。
h0091s3_P2,貝蒂或卡拉進行攻擊後，對敵方前排進行攻擊。
h0092s3_P2,連續兩回合施展基礎攻擊後，額外對敵方末位施展兩次攻擊。
h0031s5_P2,本角色會將友方負面狀態轉移給給對手。
h0031s5_P4,本角色會隨機攻擊全場角色。
t0061c3_P1,吸引目光：攻擊所有有嘲諷角色並給予自己嘲諷。
h0040s5_P2,一起狂歡：幫友方角色補血並給予敵方角色嘲諷。
b0037s4_P1,隨機給隊友一個負面狀態並延遲一回合行動。
t0017s5_P3,本角色血量越低攻擊傷害越高。
e0002s5_P2,本角色幫所有隊友補血跟移除負面狀態。
b0037s4_P3,隨機給隊友一個正面狀態、嘲諷並再次行動。
h0114c4_P2,攻擊給予永久隨機負面狀態。
randomAttack,本角色會隨機攻擊敵方角色。
h0073c5_1_P1,本角色於行動時對我方角色造成相當於最大血量50%的傷害。
h0073c5_4_P1,玩家施展治癒技能後，本角色施展攻擊。
t0017s5_a2_P2,蓄力：本角色每次攻擊後蓄力一層，第四層時額外造成強力一擊並蓄力歸零。
t0017s5_a3_P2,送禮物：本角色會給壞孩子一個隨機負面狀態跟好孩子一個隨機正面狀態。
t0017s5_P4,吃我拳頭：本角色每次攻擊傷害都會獲得提升。
t0044s5_enemy_P2,趁你病要你命：本角色擊殺敵方角色後會再次進行攻擊。
h0024s5_a2_enemy_P3,我就爛：本角色每回合給予對手隨機魂芯強化，攻擊時擊殺所有強化的敵方角色。
bonusAttackPowerDefend,魂能護盾(強化)：被攻擊時，無視所有非強化攻擊的傷害效果。
addAttackByTurn,越戰越強：本角色每回合會提升30%的技能效果。
h0021s5_a2_enemy_P1,復活干擾：玩家角色死亡後的復活所需魂芯增加5個。
h0021s5_a2_enemy_P3,本角色行動時，若友方角色沒有魂能屏障，則轉為觸發所有敵方角色的一魂技能
h0031s4_enemy_P1,本角色回合結束時，若玩家角色身上的正面或負面效果合計達10個，且本角色仍存活，則玩家通關。
b0037s5_enemy_P1,本角色回合結束時，若玩家存活30回合以上，且本角色仍存活，則玩家通關。
h0031s4_enemy_P2,假摔：本角色行動時將擊殺血量30%以下的所有角色。
disgusting2,感到噁心：本角色攻擊下降50%並任意魂芯獲得燃燒。
astonish,心靈受創：本角色受到最大血量10%傷害並任意魂芯獲得寒冷。
ridicule,普吉笑你：若玩家角色身上的正面或負面狀態合計達10個，普吉將施展技能清除所有魂芯並賦予所有玩家角色5回合怒氣，此效果每場戰鬥只會發動一次。
h0048s5_enemy_P1,熱血一擊：本角色攻擊技能數值對照血量進行變化。
h0031s4_enemy_P3,當璃與普吉皆死亡，則玩家通關失敗。
b0085c4_13_P1,本角色死亡時召喚同伴參加戰鬥。
t3406c4_P1,在自身回合開始時，若本角色負面狀態數量與玩家前排角色正面狀態數量的和大於2，發動技能清除雙方通用狀態，暈眩玩家一回合，並將冷卻時間設定為1。
h0184s4_enemy_1_P2,本角色攻擊時，若將目標護甲歸零，立刻再施展相同技能一次。
h3473c3_P1,本角色進行攻擊時，自身也會受到傷害。
t0184s4_enemy_1_P2,本角色的攻擊若使目標護盾值歸零，則本角色再施展一次攻擊。
t3408c4_P1,威勢:本角色在自身回合結束時，累積1層威勢，使用攻擊技能後歸零層數。本角色攻擊時若有5層威勢，技能係數提升400%。
t0187s5_enemy_1_P1,本角色暈眩時失去所有正面狀態
h0193s5_P1,符咒：瓊安SP會幫所有被貼上符咒角色承受一半攻擊傷害。
h0193s5_P9,玩家回合開始時，本角色會給予隨機沒有符咒同伴符咒。
h0193s5_P13,玩家回合結束時，本角色獲得延命。
h0230s5_P1,我方角色身上每層易傷降低受到的攻擊技能效果10%。若我方角色身上的負面狀態合計達到6層，提升我方角色的技能效果20%。若達到9層，額外提升我方角色的技能效果10%。
h0230s5_r2_P1,我方角色身上每層易傷降低受到的攻擊技能效果10%。若我方角色身上的負面狀態合計達到6層，提升我方角色的技能效果30%。若達到9層，額外提升我方角色的技能效果20%。
h0244s5_P1,我方角色施展攻擊技能時，該角色身上每層轉盾提升10%技能效果。本角色護盾歸零時，穿透攻擊敵方指定角色，目標護盾值越高，技能係數越高。
h0244s5_r2_P1,我方角色施展攻擊技能時，該角色身上每層轉盾提升15%技能效果。本角色護盾歸零時，穿透攻擊敵方指定角色，目標護盾值越高，技能係數越高。
h0245s5_P1,我方角色施展攻擊技能時，該角色身上每層盾轉提升10%技能效果；本角色護盾從未滿至全滿時，穿透攻擊敵方指定角色，我方全體護盾值越高，技能係數越高，然後移除我方全體角色身上所有護盾值。
h0245s5_r2_P1,我方角色施展攻擊技能時，該角色身上每層盾轉提升15%技能效果；本角色護盾從未滿至全滿時，穿透攻擊敵方指定角色，我方全體護盾值越高，技能係數越高，然後移除我方全體角色身上所有護盾值。
t0049s5_a2_P1,戰鬥開始時，治癒自身至血量全滿，並賦與自身5回合中毒與5回合撕裂。本角色自身不受中毒、撕裂、易傷、弱化影響。自身身上若有中毒、撕裂、易傷、弱化，每一種狀態提升自身20%技能效果。
t0254s5_P1,"我方回合結束時，若我方角色身上怒氣合計達九層，自身施展三魂技能。
我方同時擁有嘲諷和怒氣的角色，攻擊時提升20%技能效果，被攻擊時觸發該角色一魂技能。"
t0254s5_r1_P1,"我方回合結束時，若我方角色身上怒氣合計達九層，自身施展三魂技能。
我方同時擁有嘲諷和怒氣的角色，攻擊時提升30%技能效果，被攻擊時觸發該角色一魂技能。"
t0254s5_A1,"我方場上每層怒氣提升擁有怒氣的我方角色3%技能係數，若操作區的白色魂芯數量大於等於10個，再提升5%技能係數。
我方白位角色攻擊後，若我方場上怒氣總和大於等於9層，賦予敵方全體1回合嘲諷。"
t0254s5_r2_A1,"我方場上每層怒氣提升擁有怒氣的我方角色4%技能係數，若操作區的白色魂芯數量大於等於8個，再提升10%技能係數。
我方白位角色攻擊後，若我方場上怒氣總和大於等於9層，賦予敵方全體3回合嘲諷。"
Hint_BackTarget,本角色攻擊我方末位。
Hint_MinHpTarget,本角色攻擊血量最少的我方角色。
Hint_StoneToTargetColor,本角色的技能會產生跟目標相同顏色的魂芯。
SelfTurnEndAction,本角色在自身回合結束時，會施展一次技能。
SelfDeadAction,本角色在死亡時，會施展一次技能。
CountDownFatalAttack,致命倒數：本狀態每回合會減少1層，當層數為1時施展強力攻擊。
CounterTriggerSkill,連動反擊：玩家沒有消除魂芯而發動1/2/3/4/6魂技能時，本角色立即行動一次。
CounterAttackAllyDead,本角色的同伴死亡時，本角色立即行動一次。
Hint_RemoveGeneralBuff,本角色的技能會移除正面狀態。
Hint_MaxHpTarget,本角色會選擇攻擊血量最多的敵人。
Hint_SummonMember,本角色的技能會招喚同伴。
Hint_ReviveMember,本角色的技能會復活同伴。
CounterPoison_always,本角色受到玩家角色攻擊時，賦予攻擊角色永久中毒。
CounterAttack_GainArmor,玩家角色施展疊盾技能時，本角色立即執行1次行動。
CounterAttack_Always,強力反擊：本角色被玩家角色攻擊後立即執行1次行動，且1回合可進行多次反擊。
vulner_WhenArmorBreak,本角色盾量歸零時變得不堪一擊。
vulner_WhenAlone,本角色落單時變得不堪一擊。
inhibit_S1_enemy_skill,本角色不會受到一魂技能影響。
inhibit_S2_enemy_skill,本角色不會受到二魂技能影響。
inhibit_heal_armor_stun,本角色不會獲得暈眩，不會受到治療或疊盾。
inhibit_stun,本角色不會獲得暈眩。
numerial_truedamage_limit_with_armor,本角色擁有護盾時，受到的血量傷害降為1。
provoke,挑釁：本角色受到玩家角色使用魂芯的技能攻擊時，技能係數提升100%。
SelfTurnStartAction,本角色在自身回合開始時，會施展一次技能。
DefenseForNoneNormalDamageSkill,傷害規限．普通：受到非基礎類型的攻擊時，每層會降低40%技能效果。
DefenseForNoneBreakArmorSkill,傷害規限．破甲：受到非破甲類型的攻擊時，每層會降低40%技能效果。
DefenseForNoneTrueDamageSkill,傷害規限．穿透：受到非穿透類型的攻擊時，每層會降低40%技能效果。
CurseWeakUntilConsumeStone,詛咒．虛弱：每層詛咒減少本角色10%技能效果，每消除一顆本角色站位的魂芯時，此狀態減少一層。
t3192c4_star_1_P1,本角色施展技能時賦予玩家首位3回合強化、3回合戰意與3回合怒氣。
b3195c1_star_1_P1,本角色被非金位角色的技能攻擊時，降低95%技能效果。
b0142c4_star_P1,敲鐘時，觸發白位二魂技能。
b0139c4_18_P1,本角色會擊殺所有沒有護盾值的目標。
n0038c1_47_P1,"本角色落單時不堪一擊。
場上所有角色CD相同時，清除全體免疫。"
t0009c3_13_P1,本角色CD1時會清除永久三層減傷。
lock_numerial_damage_gold_trigger,本角色行動時，每層此狀態會賦予隨機一個金色魂芯金色密鑰。
lock_numerial_damage_black_trigger,本角色行動時，每層此狀態會賦予隨機一個黑色魂芯黑色密鑰。
lock_numerial_damage_white_trigger,本角色行動時，每層此狀態會賦予隨機一個白色魂芯白色密鑰。
lock_numerial_damage_other_trigger,本角色行動時，每層此狀態會賦予隨機一個任意魂芯密鑰。
numerial_damage_lock_gold,本角色受到攻擊時，若操作區的魂芯上有金色密鑰，受到的傷害大幅下降。
numerial_damage_lock_black,本角色受到攻擊時，若操作區的魂芯上有黑色密鑰，受到的傷害大幅下降。
numerial_damage_lock_white,本角色受到攻擊時，若操作區的魂芯上有白色密鑰，受到的傷害大幅下降。
numerial_damage_lock_other,本角色受到攻擊時，若操作區的魂芯上有任何一種密鑰，受到的傷害大幅下降。
numerial_damage_not_gold,本角色受到金位以外的角色攻擊時，受到的傷害大幅下降。
numerial_damage_not_black,本角色受到黑位以外的角色攻擊時，受到的傷害大幅下降。
numerial_damage_not_white,本角色受到白位以外的角色攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_not_S1,本角色受到1魂技能以外的攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_not_S2,本角色受到2魂技能以外的攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_not_E3,本角色受到3魂技能以外的攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_not_S3,本角色受到4魂技能以外的攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_not_E6,本角色受到6魂技能以外的攻擊時，受到的傷害大幅下降。
numerial_DamageNerf_HpNotFull,本角色受到攻擊時，施展攻擊技能的玩家角色若血量沒有全滿，受到的傷害大幅下降。
numerial_DamageNerf_DpNotFull,本角色受到攻擊時，施展攻擊技能的玩家角色若盾量沒有全滿，受到的傷害大幅下降。
numerial_HealNerf,本角色被技能治療時，受到的治療大幅下降。
HealNerf_field,玩家角色被技能治療時，受到的治療大幅下降。
numerial_ArmorGainNerf,本角色被技能疊盾時，受到的疊盾大幅下降。
ArmorGainNerf_field,玩家角色被技能疊盾時，受到的疊盾大幅下降。
AttackNoArmor_AddStumbling,本角色攻擊時，若目標的盾量為0，賦予目標踉蹌。
AttackNoArmor_AddStun,本角色攻擊時，若目標的盾量為0，賦予目標暈眩。
undead_whenArmored,本角色有護盾時不會死亡。
b015X_star_1_P1,本角色反擊後進入隱身狀態2回合。
numerial_damage_limit_one,隱身：本角色受到傷害時，將傷害固定為1。
CounterAttack_ConsumeStone,玩家使用魂芯時，本角色立即行動一次。
CounterAttack_PlayerDead_Always,玩家角色死亡時，立即行動一次。
ActionAfterAllyDead,同伴死亡時，立即施展技能復活同伴
tanabata_mind,善惡值：以50層為基準，每增加1層，白位角色技能效果增加5%；每減少1層，黑位角色技能效果增加5%。
everyitemdown5_info,【在接下來的戰鬥中，背包內每一個空格將使我方角色的技能係數減少5%】
longterm_trigger_info,【在接下來的戰鬥開始時，我方角色獲得長效，並使我方角色身上的負面效果轉為永久效果。】
privilege_normalAttack_info,【在接下來的戰鬥中，穿透攻擊與破甲攻擊的技能係數降低60%，基礎攻擊的技能係數提升90%】
rust_trigger_info,【在接下來的戰鬥中，雙方角色的攻擊將賦予目標永久鏽蝕】
h0035s5_equip_1_P1,本角色受到不具有負面狀態的角色攻擊時，該技能效果降低60%。
h0035s5_equip_1_P2,本角色受到具有正面狀態的角色攻擊後，每一個正面狀態本角色額外進行一次反擊。
t0017s5_equip_1_P2,本角色攻擊具有怒氣角色後，移除該角色怒氣並獲得對應層數3倍的銳利。
t0044s5_equip_1_P2,本角色攻擊具有怒氣角色後，移除該角色怒氣並賦予該角色對應層數3倍的鏽蝕。
t0017s5_equip_1_P1,敵方回合開始時，本角色行動冷卻時間大於等於3，立即進行一次行動。
t0044s5_equip_1_P1,敵方回合開始時，本角色行動冷卻時間大於等於3，立即進行一次行動。
ruleOfDesert,荒漠野營：每個玩家回合結束時，該回合施展技能的玩家角色獲得3層中毒與3層弱化。
ruleOfRudeness,魯莽行事：我方角色受到治療或疊盾技能效果時，獲得3層鏽蝕。
h0047s5_equip_1_P1,本角色死亡時會自動復活，可復活次數為此狀態層數。
h0047s5_equip_1_P2,本角色每次復活時，減少5層堅盾並進行一次攻擊。
h0047s5_equip_1_P3,每個玩家回合結束時，減少1層堅盾。
h0047s5_equip_2_P2,本角色每次復活時，減少1層堅盾並進行一次攻擊。
h0021s5_equip_1_P1,敵方回合開始時，補滿自身所有護盾。
h0021s5_a2_equip_1_P1,敵方回合開始時，補滿自身所有護盾。
ruleOfWalkhard,戰鬥開始時賦予敵方全體40層堅盾，每次受到角色技能攻擊後減少1層。
ruleOfBloodfood,我方角色施展疊盾技能時，失去自身總血量5%的血量並飽食度+1。
ruleOfGoahead,我方角色施展技能前，失去身上任意1個的正面狀態並精神值+1。
ruleOfLastword,華麗謝幕：敵方角色死亡前，提升技能效果50%並行動1次。
ruleOfSplendid,五光十色：戰鬥開始時，所有我方角色獲得5層鏽蝕，所有敵方角色獲得10層銳利。
ruleOfFrosted,寒氣徹骨：我方回合開始時，所有我方角色獲得1層永久寒冷和4回合2層易傷。
ruleOfInfection,烏煙瘴氣：每當我方角色合計受到三次來自敵方角色的攻擊技能效果時，所有我方角色獲得污染。
7Orbs_bonusAttackPower,本角色攻擊後會產生7個與目標站位同色且帶有強化的魂芯。
h0132c4_jimmy_story_P1,玩家角色施展技能後，將所有魂芯轉為施展技能角色的魂芯。
h0157c2_2_P1,本角色被場上角色攻擊後會對攻擊者進行反擊。
h0009s5_enemy_3_P1,本角色行動時，擊殺所有玩家角色。本角色生命值為0時立刻行動一次。
undead_until_S1attacked,本角色不會死亡，受到一魂技能攻擊後移除。
undead_until_S2attacked,本角色不會死亡，受到二魂技能攻擊後移除。
undead_until_S3attacked,本角色不會死亡，受到四魂技能攻擊後移除。
undead_until_E3attacked,本角色不會死亡，受到三魂技能攻擊後移除。
undead_until_E6attacked,本角色不會死亡，受到六魂技能攻擊後移除。
e0039c1_5_P1,本角色在上個玩家回合減少超過總血量10%則完全治癒自身。
e0039c1_5_P2,本角色不會死亡，在玩家回合開始時總血量低於10%，則失去不會死亡效果。
e3164c3_P4,我還沒準備好：玩家在10回合內擊殺任一敵方角色直接輸掉。
e3164c3_P5,我準備好了：玩家在30回合後直接輸掉。
CountDownGameOver,末日預言：自身回合結束時層數下降一層，層數歸零時擊殺玩家隊伍。
devineShield_levelRefresh,複合魂能屏障：免疫一次攻擊後下降一層；回合開始時，回復自身初始層數。
h3214c4_puzzle_1_p1,攻擊後，對最左邊和最右邊兩顆魂芯賦予1層1回合激勵(1)
removeStone_beAttacked,懲戒：被攻擊時，每一層會消除1顆攻擊者的魂芯。
encore_trigger_S1,激勵(1)：獲得時，觸發擁有者的一魂技能；累計層數越多時，觸發技能的次數也越多。
b0125c4_3_P1,本角色會擊殺麗莎SP，使夏洛克哭哭自爆。
h0009s5_enemy_3_P2,本角色受到相同魂芯數量的技能攻擊時立刻行動一次。
b0037s4_revive,想辦法讓主角復活，才能擊敗魔王！
b0037s4_norevive10,想辦法讓主角復活，才能擊敗魔王！
b0037s4_survive10,想辦法讓主角活下來，才能擊敗魔王！
forceG,金位角色的攻擊無法對本角色造成傷害。
forceB,黑位角色的攻擊無法對本角色造成傷害。
forceW,白位角色的攻擊無法對本角色造成傷害。
inhibit_gold_attack,金位角色的攻擊無法對本角色造成傷害。
inhibit_black_attack,黑位角色的攻擊無法對本角色造成傷害。
inhibit_white_attack,白位角色的攻擊無法對本角色造成傷害。
n0038c1_37_P1,沒有非符文石角色時，本角色不堪一擊。
h3324c3_2_P1,本角色行動時會擊殺當前血量百分比最高的敵人。
h3321c3_3_P1,任意角色的行動冷卻時間被改變時，觸發所有同伴行動。
h3216c4_puzzle_P1,本角色攻擊後，賦予左側一個沒有中毒的魂芯中毒。
inhibit_stone_poison,玩家角色使用魂芯技能時，若操作區有中毒魂芯，本角色不會成為該技能的目標。
eternal_return,永劫回歸：每回合減少1層；層數歸零時，回復雙方隊伍血量、重整操作區並移除所有正負面狀態。
h0108c3_logic01,若玩家攻擊首位，則通關失敗。
h0108c3_logic02,若玩家攻擊末位，則通關成功。
h0108c3_logic03,若玩家攻擊首位會通關失敗，則攻擊末位會通關成功。
h0108c3_logic04,若同時攻擊首位與末位，則通關成功。
h0108c3_logic05,若玩家攻擊首位，則通關成功。
h0108c3_logic06,若玩家攻擊末位，則通關成功。
h0108c3_logic07,若玩家攻擊首位會通關成功，則攻擊末位會通關失敗。
h0108c3_logic08,若玩家攻擊首位會通關失敗，則攻擊末位也會通關失敗。
h0108c3_logic09,若玩家攻擊首位會通關失敗，則攻擊末位會通關成功。
h0108c3_logic10,若玩家攻擊首位會通關成功，則不攻擊末位會通關失敗。
h0108c3_logic11,若玩家攻擊末位會通關失敗，則攻擊首位會通關成功。
h0108c3_logic12,若玩家攻擊末位會通關成功，則攻擊首位會通關失敗。
h0108c3_logic13,若玩家攻擊末位會通關成功，則攻擊首位會通關失敗。
h0108c3_logic14,若玩家攻擊末位會通關成功，則不攻擊首位會通關失敗。
h0108c3_logic15,若玩家攻擊首位會通關成功，則攻擊末位會通關失敗。
h0108c3_logic16,若玩家攻擊首位會通關失敗，則攻擊末位會通關成功。
h0108c3_logic17,若玩家攻擊首位會通關成功，則攻擊末位會通關失敗。
h0108c3_logic18,若玩家攻擊首位會通關失敗，則攻擊末位會通關成功。
h0108c3_logic19,若玩家攻擊首位會通關失敗，則不攻擊末位會通關成功。
h0108c3_logic20,若玩家攻擊末位會通關成功，則攻擊首位會通關失敗。
h0108c3_challenge_P4,首位與末位身上有一個狀態說明是錯誤的，請依照狀態說明與邏輯決定攻擊哪幾位角色。
m0119c5_P2,本角色的技能傷害極高。
stone_color_shift_1,本角色攻擊後，使沒有任何狀態的魂芯轉換顏色(金轉黑/黑轉白/白轉金)
e0016c3_10_P1,"敵方回合開始時重置所有被動條件；
本角色行動時會復活所有同伴，因場上角色的技能攻擊而受傷後會自爆。"
e0016c3_11_P1,"敵方回合開始時重置所有被動條件；
本角色行動時會賦予全體同伴一回合免疫並復活所有同伴，因場上角色的技能攻擊而受傷後會自爆。"
e0016c3_12_P1,本角色行動時重置所有被動條件，並賦予全體同伴一回合免疫，因場上角色的技能攻擊而受傷後會自爆。
invincible_until_gold,本角色不會受到任何技能傷害，被金位攻擊後解除此狀態。
invincible_until_black,本角色不會受到任何技能傷害，被黑位攻擊後解除此狀態。
invincible_until_white,本角色不會受到任何技能傷害，被白位攻擊後解除此狀態。
invincible_until_normal_attack,本角色不會受到任何技能傷害，被普通攻擊後解除此狀態。
invincible_until_break_armor,本角色不會受到任何技能傷害，被破甲攻擊後解除此狀態。
invincible_until_true_damage,本角色不會受到任何技能傷害，被穿透攻擊後解除此狀態。
h0199s5_puzzle_1_P1,本角色攻擊時，使目標身上的負面狀態提升1層並且延長2回合；玩家角色使用有附加負面狀態的魂芯時，無法回復和疊盾。
h0108c3_tower_P1,【下列只有一項敘述是騙人的，請設法找出安全的行動方式。】
h0108c3_tower_Q1,若玩家攻擊赤羽狼王，則通關失敗。
h0108c3_tower_Q2,若玩家攻擊碧羽狼王，則通關失敗。
h0108c3_tower_Q3,赤羽狼王及碧羽狼王行動時會擊殺所有玩家角色。
h0108c3_tower1_Q1,蜥蜴老奶奶行動時會擊殺蜥蜴老爺爺或所有玩家角色。
h0108c3_tower1_Q2,蜥蜴老爺爺行動時會擊殺所有玩家角色。
h0108c3_tower1_Q3,本回合玩家若攻擊蜥蜴老爺爺或蜥蜴老奶奶，則通關失敗。
h0108c3_tower1_Q4,本回合玩家若攻擊蜥蜴老奶奶，則不會通關失敗。
h0108c3_tower2_Q1,本回合玩家若攻擊符文師，則通關失敗。
h0108c3_tower2_Q2,若本回合攻擊符文師會導致玩家通關失敗，則攻擊山賊老大將立即通關。
h3004c3_P1,本角色死亡後會使變體魔物索恩斯發動強力攻擊。
ImmuneToS2E3,被攻擊時，無視所有二魂與三魂技能的傷害效果。
m0094c3_challenge_P2,本角色對黑位與白位角色的傷害極高。
m0022c2_challenge_P1,本角色只會被一魂技能傷害。
m0011s4_enemy_challenge_P1,本角色只會被一魂技能傷害。
h0025s5_puzzle_1_P1,本角色行動冷卻時間結束後，擊殺玩家首位角色。
h0025s5_puzzle_2_P1,本角色行動冷卻時間結束後，擊殺玩家首位角色。
e3164c3_puzzle_1_P1,本角色行動冷卻時間結束後，擊殺玩家首位角色。
e3164c3_puzzle_2_P1,本角色行動冷卻時間結束後，擊殺玩家首位角色。
e3164c3_puzzle_3_P1,本角色行動冷卻時間結束後，擊殺玩家首位角色。
n3284c4_puzzle_1_P1,若4回合內無法擊敗本角色，則通關失敗。
n3284c4_puzzle_2_P1,本角色每回合會賦予左側2個魂芯強化。
n3284c4_puzzle_2_P2,若4回合內無法擊敗本角色，則通關失敗。
inhibit_caster_buff_num,本角色受到攻擊時，若其擁有的正面狀態的數量小於此狀態的層數，本角色不會成為該技能的目標。
undead_recovery,本角色不會死亡，受到攻擊後完全治癒自身並疊盾至100%。本角色攻擊後會獲得2回合本狀態。
undead_until_combo,本角色不會死亡，受到攻擊後完全治癒自身並疊盾至100%；一回合內受到的攻擊次數大於等於本狀態的層數時，移除本狀態。
b0139c4_15_P1,本角色第5次行動時，擊殺所有玩家角色。
b0139c4_14_P1,本角色第3次行動時，擊殺所有玩家角色。
b0139c4_14_P2,本角色每次行動時，會對自身造成傷害。
StayInhibitUntilAttack,潛伏：每個回合開始時獲得完全免疫和完全抗體，本角色攻擊後失去此狀態。
b3249c4_puzzle_1_P1,本角色的技能傷害極高且無視靈巧。自身回合開始時，獲得魂能屏障。
inhibit_enemy_skill,完全免疫：本角色不會被玩家場上角色的技能影響或傷害。
inhibit_general_nerf,完全抗體：不會獲得負面狀態。
defense_up_infinity,多重減傷：被攻擊時，每層減傷降低30%技能效果，最高99層。
Hint_HighDamage,本角色的技能傷害極高。
inhibit_enemy_attack,攻擊免疫：本角色不會被玩家角色的攻擊技能傷害。
stun_all_stone_not_first,本角色回合開始時，會賦予所有非初始且無狀態的魂芯永久暈眩。
t3260c6_puzzle_1_P1,本角色的技能傷害極高且無視靈巧。本角色首次行動時，會改變玩家操作區中的魂芯。
inhibit_consume_stone_attack,本角色不會受到魂芯技能的傷害。
t0187s5_puzzle_1_P1,本角色在奇數回合的攻擊技能傷害極高且無視靈巧。
n3475c4_2_P1,本角色在攻擊時會移除該角色嘲諷並賦予永久暈眩。玩家所有角色暈眩或任一玩家角色死亡時，擊殺玩家所有角色。
t0064c3_P1,本角色有護盾值時，穿透攻擊無法對本角色造成傷害。
t0064c3_P2,初次消除魂芯使用技能的角色會受到詛咒，當每次消魂芯使用受詛咒的角色技能時，會依照消的魂芯數量受到詛咒的傷害反噬。
t0064c3_P3,本角色有護盾值時，穿透攻擊無法對本角色造成傷害。
t3406c4_4_P1,本角色在攻擊時擊殺所有玩家角色。
t3406c4_3_P1,本角色在攻擊時擊殺所有玩家角色，沒有撕裂角色無法對本角色造成傷害。
BattleBeginAction,戰鬥開始時，本角色立即施展技能。
Reborn,本角色血量歸零時，此狀態減少一層，使本角色復活並施展技能。
DamageToArmor,傷勢逆轉．盾：本角色被攻擊後，每層此狀態會使本角色獲得該傷害90%的護盾量。
inhibit_not_healthy_skill,本角色不會成為血量未滿角色的技能目標。
t3403c4_puzzle_1_P1,"本角色攻擊時，若目標盾量未滿，技能係數提升300%；
本角色受到攻擊時，若攻擊者盾量未滿，技能係數減少300%。"
DamageToBlood,傷勢逆轉．血：本角色被攻擊後，每層此狀態會使本角色獲得該傷害90%的血量。
DesperateAttack,瀕死一擊：本角色死亡時會施展強力技能，本狀態層數越高則傷害越高
e0016c3_13_P1,若有複數角色回合開始時行動冷卻時間為0，則本角色施展技能時自爆。
e0016c3_13_P2,本角色的攻擊將直接擊殺目標。
e0016c3_15_P1,本角色回合開始時，若有複數角色冷卻時間為0，則本角色此回合的行動轉為自爆。
e0016c3_16_P1,本角色回合開始時，若有複數角色冷卻時間為0，則本角色此回合的行動轉為自爆。
e0016c3_17_P1,本角色回合開始時，若有複數角色冷卻時間為0，則本角色此回合的行動轉為自爆。
b0049c3_6_P1,本角色回合開始時，若隊伍中僅有自己冷卻時間為0，則本角色此回合的行動轉為逃跑。
b0049c3_7_P1,本角色回合開始時，若隊伍中僅有自己冷卻時間為0，則本角色此回合的行動轉為逃跑。
b0049c3_9_P1,本角色回合開始時，若隊伍中僅有自己冷卻時間為0，則本角色此回合的行動轉為逃跑。
b0014c3_6_P1,本角色被攻擊後賦予自身暈眩。
b0140c4_9_P1,本角色被擊中後行動冷卻時間+1。
b0140c4_9_P2,本角色行動冷卻時間大於3時逃跑。
b0140c4_12_P1,本角色被擊中後行動冷卻時間+1。
e0016c3_13_P3,任一玩家角色死亡，則本角色自爆並擊殺所有玩家角色。
b0049c3_6_P2,本角色擊殺敵方角色後會再次進行攻擊。
b0014c3_4_P2,本角色擊殺敵方角色後會再次進行攻擊。
t0189c5_1_P2,毀滅的意志：竭盡全力的一搏。本角色技能傷害帶有吸血效果。
t0189c5_1_P3,守護的信念：再無罣礙的出拳。本角色回合開始時獲得2層減傷與4層破風。
t3412c4_2_P1,本角色徹底激怒了普吉。
